id,label,type,definition,color,size,degree
https://data.crow.nl/imbor/term/d8e3afb6-7959-41de-847b-57437d2631ad,HWA-gemaal,Concept,Een gemaal voor het verpompen van hemelwater.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/b74e5822-9175-4c18-9942-a702cf84ed66,BW101lSP03,Concept,Park en ride links.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/7cf8a514-acc6-4728-aac0-d22396232b0d,BW405lrSymbool,Concept,Blauw vierkant informatiebord met symbool en pijl naar links en rechts.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/af421b92-cc8e-4b2e-bc0a-3a1b47deaf48,SA02,Concept,Antiek.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/3c7668c0-0460-4e41-a992-65f85eb6d93e,G.5.1 - zwart - links - liggend,Concept,"Hoogteschaal, hoogteaanduiding links van de vaarweg. Zwart bord met gele opdruk. Bordpositie is liggend.",#FFEAA7,5,6
https://data.crow.nl/imbor/term/718900da-458d-4bb5-90f5-cc92ac703552,Balance beam,Concept,Een fitnesstoestel bestaande uit een balk om op te balanceren.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/3672cd3a-e1ed-4544-ad13-b07e476a0842,Planten,Concept,Beheerde niet nader gespecificeerde beplanting van groenvak in de openbare ruimte.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/e022f008-2dca-411c-b925-ed1ee3d79138,Buitendijks,Concept,De toegankelijkheid van het object is beperkt door het feit dat het object uitwendig aan het door de dijk beschermde gebied ligt.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/352d7f89-992f-4696-a8a1-409779bc7f07,Voortgeleiding van materie,Concept,Het vormen van een langwerpig medium dat materie van richting voorziet.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/88428e2e-7dd3-45ae-9d8a-9c54469ddd5e,Onderwijs,Concept,"Activiteiten gericht op het overbrengen van kennis, vaardigheden en attitudes met vooraf vastgelegde doelen.",#FFEAA7,5,5
https://data.crow.nl/imbor/term/541e76a7-1dc5-47eb-ae10-667819abd2d4,T304,Concept,Actieraam verlicht.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/7ec74e1b-6b54-4550-bc68-eba9488447a5,Aardenbaan,Concept,Deel van een baanlichaam van een weg of spoorweg dat ervoor zorgt dat de krachten van het verkeer naar de ondergrond worden afgedragen.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/74207f75-e6e6-4c7c-98cb-daf9680e7896,T302,Concept,Actieraam.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/acb1ec61-0488-424e-ad29-b97b102e14bf,Grasbetonsteen met grond,Concept,Grasbetonstenen gevuld met grond.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/a60393c9-f4d3-4e1a-a2ae-d69a59d71cce,E.5.3,Concept,Toestemming ligplaats te nemen (ankeren en meren) met ten hoogste het aangegeven aantal schepen langs zijde van elkaar aan de zijde van de vaarweg waar het bord is geplaatst.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/b1c82b37-499b-41f3-a5e1-9d63903e1e50,Combimast,Concept,Een paal of mast met meerdere functies.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/4aa10d68-e44c-4ae5-842c-c5ceaf5bafb5,KunstwerkTypeAfsluiting,Concept,Het enumeratietype voor de domeinwaardenlijst van de klasse Kunstwerk en het attribuut type afsluiting.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/54103dd3-5d41-492e-9a99-4f2bf9186cf7,Open leiding,Concept,Een rioolleiding waarvan de bovenzijde niet is afgesloten.,#FFEAA7,5,7
https://data.crow.nl/imbor/term/713a80a8-00d6-4af4-ad61-8f7f536a40ec,Bouwwerk,Concept,"Gegevens die specifiek zijn voor een met de aarde verbonden duurzaam constructie, dat niet valt onder de definities van een pand of kunstwerk.",#FFEAA7,5,19
https://data.crow.nl/imbor/term/3469e9c9-1f22-4303-b26c-4cc0fb5ff8c8,BB,Concept,Berkenbos (berken bedekken >50%).,#FFEAA7,5,6
https://data.crow.nl/imbor/term/df92e564-2e47-4fbc-85f1-d261f047f7ce,Blauw,Concept,Een kleur die zich in het spectrum bevindt tussen cyaan en violet.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/ef7196ce-79f3-4dc2-8bfc-1c223b8d3d91,Bijzondere tegel,Concept,Tegel voor bijzondere doeleinden en gelegenheden.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/9d9c6bbf-9d34-4de0-99a1-36f1b6100f24,Isolatiemateriaal,Concept,,#FFEAA7,5,7
https://data.crow.nl/imbor/term/a8f5763e-e844-46d3-9e22-06f7ff1943e9,Duiken,Concept,"Om het object te bereiken moet de volgende actie verricht worden: het langdurig verblijf onder water, meestal met hulpmiddelen zoals een ademluchtfles.",#FFEAA7,5,5
https://data.crow.nl/imbor/term/c0cf445a-2b93-4fbc-971c-1694d178597e,Zwak brak,Concept,Water met een chloridengehalte tussen 1.000 en 3.000 mg Cl/l.,#FFEAA7,5,7
https://data.crow.nl/imbor/term/a5f92075-fdfe-4bd4-b749-ba5094f512cc,100% gehele bodem,Concept,Het gehele bodemoppervlak van het waterobject dient bewerkt te worden.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/c944d6f6-3113-483a-a3dd-63a623774444,L10-29_C01t,Concept,"Rotonde, rechtdoor doorgaand rechtsaf en linksaf afgesloten.",#FFEAA7,5,5
https://data.crow.nl/imbor/term/ae58712d-5ac3-4a32-ae37-ae71fcf80306,Verkeersonderzoek,Concept,Wat de sensor meet is een bepaald gegeven dat geregistreerd wordt ten behoeve van een inspectie van de verkeersactiviteit.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/29c2c9fe-61ab-43ad-aa2c-bfa35b4d245d,Push up bars met paal,Concept,Twee aan een paal bevestigde handvatten die vastgepakt kunnen worden om opdrukoefeningen te kunnen doen.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/fef08fbb-adba-44bf-a23e-37df0cc004c5,continue lozing,Concept,Maat voor de hoeveelheid water die continu op het oppervlaktewater geloosd wordt.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/d4fc268a-dd40-4a3a-b3d0-f81454d050fd,Parkeerroute-informatiesysteem,Concept,"Een parkeerroute-informatiesysteem - afgekort ook wel PRIS - informeert het verkeer over de parkeermogelijkheden in of rond een stad, dorp of object.",#FFEAA7,5,7
https://data.crow.nl/imbor/term/cba34976-ea1c-4a8e-a05b-2825f5043de4,Hole,Concept,Stuk golfbaan tussen tee en de green rondom de cup.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/36a24ea8-911a-43b0-8435-73843f23be54,Debiteur,Concept,De partij die voor de afname van elektriciteit per het object geld verschuldigd is aan de energieleverancier.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/e16ff88f-76ac-444f-ae21-75abbef7092e,Gaffel met verdeler met uitloop,Concept,Een vertakkende en langwerpige waterbak met een beweegbaar verdeelelement (een flipper die een stroomrichting blokkeert) en met aan het uiteinde een verbreding of niet overdekte verlenging.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/c205c64c-3c0d-4470-b2a7-31b6fa2c9b3e,Grote weerschijnvlinder,Concept,"Apatura iris, een vlinder van 31 tot 40 mm. De vleugels zijn voornamelijk bruin maar de vleugels van het mannetje kunnen iriseren naar een blauwe kleur.",#FFEAA7,5,5
https://data.crow.nl/imbor/term/43560817-4e24-4439-a4dd-840653dd4807,Hangmat,Concept,Een tussen twee punten gespannen vlak waarop gelegen en eventueel heen en weer geschommeld kan worden.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/b099e67d-f969-42d5-bd25-8cd67b2c2d91,streefdiepte,Concept,De gewenste verticale afstand gemeten vanaf het wateroppervlak naar de bodem van het vaarwater.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/557c859c-7166-4f61-acb3-365647c74cd9,Revisie,Concept,De wijze waarop het gegeven over het object is ingewonnen is middels gegevens die zijn ontvangen aangaande de herziening van het object of de omgeving.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/16049c24-add2-49dd-b086-3e3886534db1,Asfaltbeton,Concept,Type extra gedetailleerd van dichte deklagen. Asfaltverharding van een materiaal dat wordt samengesteld uit minerale aggregaten en bitumen.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/633108a9-ce8e-43d1-8f92-c2f9377f0660,Dichte deklaag,Concept,Niet poreuze bovenste laag van een verhardingsconstructie.,#FFEAA7,5,17
https://data.crow.nl/imbor/term/8bdc2824-56d5-49ff-8536-1bf90c266e0d,Inlaat,Concept,Een toegangsopening naar een ander object.,#FFEAA7,5,10
https://data.crow.nl/imbor/term/4f08c740-b85b-41eb-9c3c-eabdb3c0e427,Boomhut,Concept,"Een houten, overdekte ruimte is in de boom gebouwd.",#FFEAA7,5,5
https://data.crow.nl/imbor/term/c42a1bd2-db9a-4551-b78e-067cb98df782,E08e,Concept,Parkeergelegenheid alleen bestemd voor bromfietsen en gehandicaptenvoertuigen.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/43d13b4d-862a-40a0-b907-2e902a795ef1,L1407,Concept,Het is niet toegestaan om met paarden het strand te betreden.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/d1ce509e-05ee-4561-b6bd-aa7ccea30b21,jaar reparatie,Concept,Jaar waarin de reparatie van het object verricht is.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/0d867912-2959-4774-a143-dbd38693440d,Camera,Concept,Installatie waarmee een bepaald gebied van een afstand visueel kan worden geobserveerd en opgeslagen.,#FFEAA7,5,12
https://data.crow.nl/imbor/term/9fdc5d7e-7a52-4a2c-bb90-4b48828c9d35,Oppervlaktewatergemaal,Concept,	Een gemaal voor het verpompen van oppervlaktewater.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/8a5a15be-0c7e-43e0-bc58-56f57674a625,E09zhk,Concept,Herhaling zone parkeergelegenheid alleen bestemd voor vergunninghouders. Bij overtreding volgt wielklem.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/5eaac1b6-e570-499e-ae1e-41f733124d2d,TBW416l,Concept,Kanoroute.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/b406e685-efe3-4f82-bbd0-96e3e59edd90,Ringenrek met balanceertouw,Concept,Fitness duikelrek dat bestaat uit een frame met bovenin hangende ringen en onderin een touw waarover al balancerend gelopen kan worden.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/73fcef38-535f-4ddb-9298-2d69e5428191,OB614,Concept,Tekst: slecht wegdek.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/6ced210b-9abc-4451-b4ac-5197985323d0,SlagboominstallatieVerschijningsvorm,Concept,Het enumeratietype voor de domeinwaardenlijst van de klasse Slagboominstallatie en het attribuut verschijningsvorm.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/d8ffc06e-7392-4b3a-935b-8cea3817e1d5,Opblaasbaar luchtkussen,Concept,"Een springtoestel dat bestaat uit een holle, vaak thematische vorm, die kan worden opgeblazen met lucht.",#FFEAA7,5,5
https://data.crow.nl/imbor/term/15abe4e7-9352-433f-91c9-abac04f92968,VOSB 1963 Klasse 100,Concept,De belastingklasse 100 volgens het Voorschrift voor het Ontwerpen en Vervaardigen van Stalen Bruggen van 1963.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/ea4e625f-2c30-44da-986e-4b92d39321b1,Parkeerzone: betaald parkeren,Concept,Gebied waarbinnen het verboden is te parkeren behalve op plaatsen die als zodanig zijn aangeduid of aangegeven of op plaatsen die zijn voorzien van een blauwe streep. Op plaatsen die zijn voorzien van een blauwe streep is het parkeren slechts toegestaan als men gebruikmaakt van een parkeerschijf en aantoonbaar voor de parkeertijd hebt betaald.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/be81472d-54c3-41d5-970a-978befbf89ae,Betonplaat,Concept,"Een open verharding van betonelementen in de vorm van vlakke, dunne platen.",#FFEAA7,5,5
https://data.crow.nl/imbor/term/3a86ea35-4fa4-4cd0-82ba-3bc3e2f7f1f7,B07f,Concept,"Stop en verleen voorrang aan bestuurders op de kruisende weg, fluorescerend.",#FFEAA7,5,6
https://data.crow.nl/imbor/term/392001a4-88c3-4d16-a9c9-efe5e5ab9901,Grote sproeier,Concept,Een apparaat van bovengemiddelde grootte het toevoeren en in stralen verspreiden van water in plaats van of in aanvulling op de natuurlijke regenval.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/c3b60d5e-add0-42af-8441-1a6787fd5b14,Radarpost,Concept,Waarnemingen met behulp van radar om vliegtuigen en scheepsbewegingen te observeren.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/d72f3237-8e7a-4d4e-9bcf-82dece0e50ad,Techniek,Concept,"Activiteiten waarin de ontwikkeling of het gebruik van apparaten, machines en andere complexe voorwerpen centraal staat.",#FFEAA7,5,15
https://data.crow.nl/imbor/term/f3ca1dcf-cbed-4f57-9207-5485af2fb54c,SJ02,Concept,Jachtkraan.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/bc17e538-a74f-435a-8596-2d88fd26e900,bevestigingshoogte,Concept,Hoogte waarop het object aan het dragende object verbonden is.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/47a427d0-fbaf-4a1d-a278-a454c967fc18,Trottoirkolk,Concept,"Een kolk met de inlaat aan de voorzijde, bestemd om te worden aangebracht in de in het zicht blijvende vlakken van de aansluitende trottoirbanden.",#FFEAA7,5,6
https://data.crow.nl/imbor/term/b6315953-b417-452b-9ea1-035ce09253ab,E102se,Concept,Einde sector betaald parkeren (bankpas).,#FFEAA7,5,6
https://data.crow.nl/imbor/term/923f504b-7c1a-457e-be6a-13215739209e,E03zb  ,Concept,Zone verbod fietsen en bromfietsen te plaatsen.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/f179f57c-435a-46fb-9944-818f0f76733b,J22f,Concept,Waarschuwing voor voetgangersoversteekplaats op fluorescerende achtergrond.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/7f28a622-cd88-4fab-b512-2f19a95c7377,A01120fs,Concept,"Maximumsnelheid 120 km per uur, fluorescerend en zwarte achtergrond.",#FFEAA7,5,6
https://data.crow.nl/imbor/term/d7590fec-9535-4469-ab70-d22edd3d97cb,Wapeningsnet,Concept,"Een kunststof weefsel (meerdere uitvoeringen mogelijk) dat onder het gras wordt aangebracht, voor een meer gelijkmatige verdeling van de belasting zorgt en de mogelijke schades tot een minimum beperkt.",#FFEAA7,5,5
https://data.crow.nl/imbor/term/a2f92f5a-5f17-4abd-a187-b45340661035,HSE-MF LL,Concept,Elliptische hogedruk natriumlamp met een enkel eindstuk en krachtigere lichtuitstraling (MF = meer lumineuze flux). De code is ontleend aan het LBS Lampcodesysteem van Zentralverband Elektrotechnik und Elecktronikindustrie. De equivalente ILCOS-code is: SE.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/07563feb-86c2-4361-947f-303b14a092aa,Porfier,Concept,Een stollingsgesteente met een typische textuur van relatief grote fenocrysten in een grondmassa van kleinere kristallen. (Bron: Wikipedia),#FFEAA7,5,6
https://data.crow.nl/imbor/term/7358cfb5-d6c2-4650-826b-9c46bc17a5a9,Debietmeter,Concept,Een instrument dat de (afvoer)capaciteit van de volumestroom meet.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/992dbb28-ec06-4e06-afde-5c8152147871,Rioolgemaalgebouw,Concept,Activiteiten gericht op het binnen een rioolstelsel naar een hoger peil brengen of over langere afstand transporteren van afvalwater.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/23e58661-ab7a-430d-8aac-414f2a8956b6,Doelpalen,Concept,Palen op een sportveld die fungeren als doel bij een bepaalde balsport.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/315ed7f3-1557-4e0e-9d70-f57b23951ad8,SB10,Concept,Betaalautomaat.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/646f0236-55ad-45cb-a5bd-2b2120843296,Slak,Concept,Bijproducten van metallurgische processen,#FFEAA7,5,13
https://data.crow.nl/imbor/term/795c6661-5397-4682-b00e-386626c6eeb3,Boom 'rust en/of verblijfplaats',Concept,Boom met rust-/verblijfplaats (beschermde) fauna in kader van WNB (Wet natuurbescherming).,#FFEAA7,5,5
https://data.crow.nl/imbor/term/f33813f2-0724-4c3a-af02-568ad6725ed8,Pigging-installatie,Concept,"Installatie voor het verzenden, ontvangen of afsluiten van pigs (rubberen mollen).",#FFEAA7,5,6
https://data.crow.nl/imbor/term/704bbd73-c8c2-4a3e-ac27-34c870fe549c,typenummer,Concept,Leverancierspecifieke aanduiding van het object in de vorm van een nummer.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/a3a6cce9-d74a-4154-976f-1f630356746e,G12 (lampvoet),Concept,Lampvoettype,#FFEAA7,5,5
https://data.crow.nl/imbor/term/05e167b5-7bd3-45f2-9adb-87149005be20,breedte bodem,Concept,Breedte van de waterbodem van het waterobject..,#FFEAA7,5,6
https://data.crow.nl/imbor/term/938214ba-eb14-4b30-a1a5-527eace02d48,Infrastructuur wegen,Concept,"Gebied primair in gebruik voor verkeer en vervoer, waaronder spoorwegen, wegdelen, vliegverkeersbanen, parkeerterreinen, bermen en de ondersteunende objecten als kunstwerken verstaan worden. Opmerking: Erftoegangswegen (buurtontsluitingswegen, industriewegen, landbouwwegen, fietsstraten, woonstraten), fietspaden, voetpaden, ruiterpaden en parkeergebieden worden toegerekend aan het functionele gebied waarbinnen ze liggen.",#FFEAA7,5,7
https://data.crow.nl/imbor/term/37dcea82-f69c-4103-9f39-83e018033d79,Kruiptunnel,Concept,Omsloten deel van een speeltoestel.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/cf1b90a0-0f41-4ce6-bc9b-5aca5cdae621,Route hulpdienst brandweer,Concept,Een geplande af te leggen weg voor hulpverlening met als doel het blussen van branden en het in veiligheid brengen van slachtoffers.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/4558968e-cf1e-4912-abe7-80224e9c9803,SG15,Concept,Groepsaccomodatie.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/9533535a-81c0-473b-9c0d-18a61a4b3225,L04a,Concept,Doorgaande rijstrook.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/2a92d930-7d09-4fc0-9bb5-4c63124aa94d,SM10,Concept,Motorsport.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/bba16dbf-6423-4f43-9f5f-36ea3c1819f3,TC-S,Concept,Compacte fluorescerende lamp (één buis). De code is ontleend aan het LBS Lampcodesysteem van Zentralverband Elektrotechnik und Elecktronikindustrie. De equivalente ILCOS-code is: FSD.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/5b57899b-5fb2-4a24-b76b-b1ec5e6a4286,HDPE,Concept,"Een afkorting van 'high-density polyethylene,' een thermoplastisch polymeer met een goede verhouding tussen de kracht en de dichtheid van het materiaal.",#FFEAA7,5,6
https://data.crow.nl/imbor/term/f4c003ce-ac82-4007-94e3-0205493bc66c,routenummer,Concept,Aan een of meer wegen toegekend nummer waarmee de weggebruiker zijn route kan bepalen.,#FFEAA7,5,7
https://data.crow.nl/imbor/term/a4cd2b17-a1f4-452f-a95a-e5ebd75081ec,F12,Concept,Einde verplicht gebruik van de passeerstrook voor motorvoertuigen die sneller kunnen en mogen rijden dan 25 km/u.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/988e1801-975d-4e9f-a430-dc10897cacb2,Eenkleurig scheepvaartsein,Concept,Scheepvaartbeseining met lampen in twee verschillende kleuren die dienen voor het regelen van het scheepvaartverkeer.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/8af8b8fa-5bbe-4d8f-b053-c0276fdaf7d2,Markeringspaal,Concept,Paal om een specifiek gebied of specifieke locatie te markeren.,#FFEAA7,5,21
https://data.crow.nl/imbor/term/83db6d84-5d63-4b42-a9c6-55b213e7ab55,D04,Concept,Gebod tot het volgen van de rijrichting die op het bord is aangegeven.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/f15dda43-ead2-4ad9-8bee-1be45df90102,Rijrichtingbord,Concept,Categorie D: officiële verkeersborden conform RVV1990. De D-serie verkeersborden verschaffen duidelijkheid over de te volgen rijrichting.,#FFEAA7,5,19
https://data.crow.nl/imbor/term/f5f7b7b3-8516-4dd5-8a77-ad4764f69243,Ultimate sign,Concept,Materiaal van borden die direct op retroreflecterende folie geprint worden.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/f37f6b37-fe24-4317-8fc8-d00198db64d4,L09-02,Concept,Vooraanduiding doodlopende weg.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/dd026a3d-6df2-47f5-b244-0afc85aaf7e9,type waaier,Concept,Categorisering van de waaier in de pomp.,#FFEAA7,5,7
https://data.crow.nl/imbor/term/1e22f476-9fdf-44f8-bd07-7a908e40ff1f,typologische eigenschap,Concept,Kenmerk dat een conceptuele classificatie behelst.,#FFEAA7,5,75
https://data.crow.nl/imbor/term/bc84ab9d-ac84-44ac-8198-364e337d6aa4,Vetvangput,Concept,Een bak- of cilindervormige put bedoeld om vette bestanddelen van de aangevoerde stof te scheiden en af te vangen.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/6325b757-caa9-4966-a1d8-72656e9dd350,Aansluitput,Concept,Type put met de functie aansluitleidingen aansluiten.,#FFEAA7,5,11
https://data.crow.nl/imbor/term/f0b95a50-0200-4a42-8b90-ecb5ba6f331a,toestelgroep,Concept,Aanduiding voor de groep waartoe een toestel behoort.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/b82e07ab-c011-43bf-aed8-3b8fd5d130e0,simkaartnummer,Concept,Het identificatienummer van de kaart waarmee het objecttype bij het mobiele netwerk is aangemeld. ,#FFEAA7,5,6
https://data.crow.nl/imbor/term/e3122c38-3e81-490e-80ca-d1c70ae1954d,VR09-11,Concept,Let op: rechtdoor gaande voetgangers.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/e9cd29bb-169a-48e2-8af0-e89d87189a1b,Laskast,Concept,Kast voor het veilig verbinden en beschermen van elektrische bedrading in een gebouw.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/808e9295-1387-4860-b19b-c56e0a403699,BoomBomenstructuur,Concept,Het enumeratietype voor de domeinwaardenlijst van de klasse Boom en het attribuut bomenstructuur.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/7e585440-e9a6-40f4-8634-68860eeef93b,BeschermdGebiedVerschijningsvorm,Concept,Het enumeratietype voor de domeinwaardenlijst van de klasse Bechermd gebied en het attribuut verschijningsvorm.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/2fb61a80-f0da-4365-8c28-4e42d67dac76,Bord,Concept,Een paneel waarop informatie wordt afgebeeld.,#FFEAA7,5,26
https://data.crow.nl/imbor/term/6255910d-77c9-49b6-8a3f-71783df58fdf,Bloemrijke natte ruigte,Concept,Een perceel in een natte omgeving bestaande uit kruidachtige planten die groter worden dan een meter en rijk zijn aan bloemen.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/a20775d1-0bf7-445a-af4d-9a6618ded9bc,Opzetbeugel,Concept,Paaltop.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/88146c26-be98-452d-88ca-0decf3143394,L209c,Concept,Attentie buurtpreventie (wit bord) - geel symbool.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/9ec6e0db-3cd6-4c64-8cbc-99061c1236c3,SoortnaamInformatieEenheid,Concept,Enumeratietype voor de klasse Soortnaam-informatie en het attribuut eenheid.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/3df788b3-26f6-45ee-8387-51018c50c21c,Ouder,Concept,"Kast zonder afgaande groepen welke is voorzien van een energiemeter (kWh-meter) en welke alleen is voorzien van een besturingsunit voor een ‘eigen’, nabijgelegen object.",#FFEAA7,5,5
https://data.crow.nl/imbor/term/ad604095-2899-4b24-aa3a-72f1ff9ecb29,Basalton,Concept,,#FFEAA7,5,5
https://data.crow.nl/imbor/term/218b206e-dd33-425d-8060-e340fe836ac7,A0260,Concept,Einde maximumsnelheid 60 km per uur.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/59c1db07-edee-45db-92c7-0e0d32f7582b,Snelheidsbord,Concept,"Categorie A: bevat alle officiële verkeersborden RVV1990. De A-serie verkeersborden zijn snelheid gerelateerd, het verkeersbord geeft de maximum (rode borden) of adviessnelheid (blauwe borden) weer.",#FFEAA7,5,73
https://data.crow.nl/imbor/term/df31e9e7-daaa-4a3e-8955-5bf37209deec,afslagniveau benedenstrooms,Concept,Afslagniveau aan de zuigzijde van de pomp(en). Peil waarop een pomp afslaat.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/fd4f807b-2c87-40d9-bd11-c40bb1e4cd1a,Blikvanger,Concept,"Een blikvanger is een type afvalbak in de openbare ruimte of naast het fietspad langs ""snoeproutes"" bij scholen, om zwerfafval te voorkomen.",#FFEAA7,5,7
https://data.crow.nl/imbor/term/11efb32a-5950-4b8a-9e94-ee55be1eb207,Goot met stuwen,Concept,Een waterspeeltoestel bestaande uit een water geleidende goot en een constructie om water voort te drijven.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/a4a0463c-8339-459d-9892-4e776cef02db,Vrijliggend voetpad,Concept,Een pad voor personen die te voet aan het verkeer deelnemen dat niet zonder fysieke begrenzing parallel aan de rijbaan ligt.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/1d7cdd5e-d4ae-4ebc-9c36-9cbaf9d67057,TBW500l,Concept,Recreatieve fietsroute in landelijk netwerk met doorgaande routes; Volg witte pijl in groen vlak naar links.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/ef9dba3c-ae29-4f3a-9306-7070594b4958,Schommelstelling,Concept,"Groepszittingen die afzonderlijk en flexibel zijn opgehangen aan last dragende dwarsbalken, die rondom een centrale as (een middelpunt) zijn opgesteld, maar niet in een vijfhoeks- of zeshoeksconstructie.",#FFEAA7,5,5
https://data.crow.nl/imbor/term/a429ab55-b4e4-4be7-aa60-b5251ba3ce8c,BegroeiingOndergroei,Concept,Het enumeratietype voor de domeinwaardenlijst van de klasse Begroeiing en het attribuut ondergroei.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/f0ec3af2-6f11-457d-b10a-51a57c605b1d,Verordening,Concept,Een verordening is een overheidsbesluit van algemene strekking.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/aa6e1140-78b3-4a19-96b4-fea3bd3aedc6,SP14,Concept,LPG.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/fe662832-a0ef-4e4c-a63e-ca82c8160687,SP18B,Concept,Pomp met aardgas.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/55d0c6d3-ce99-46e9-88bf-7317f41a6caa,Overstortleiding,Concept,Een gesloten rioolleiding voor het transport van het afvalwater van een overstortput naar het lozingspunt. (Bron: GWSW),#FFEAA7,5,6
https://data.crow.nl/imbor/term/76763f0f-0698-4684-96e7-a91de069eea4,Meervoudige overspanningszekering,Concept,"Een overspanningsbeveiliging op basis van meerdere overspanningszekeringen, die beschermen tegen een elektronische spanning over apparaat hoger dan de toegestane nominale spanning.",#FFEAA7,5,5
https://data.crow.nl/imbor/term/009f3fc2-d51b-4477-8183-7cb1227aac14,BB23-3r,Concept,Waarschuwingsbaken rechts van rijbaan op 240 m voor beweegbare brug of spoorwegovergang.,#FFEAA7,5,6
https://data.crow.nl/imbor/term/b604f410-bd20-40c5-99e1-25c27f5288a2,Geen vulmateriaal,Concept,Kunstgras waar geen materiaal ter vulling tussen is aangebracht.,#FFEAA7,5,5
https://data.crow.nl/imbor/term/e7cc8ca2-b2b6-44f7-b649-8c7406f26908,Blaasvaren,Concept,"Cystopteris fragilis, een klein varentje waarvan in de winter de bladeren afsterven. In de zomer is het een frisgroen plantje dat wel wordt aangezien voor een jong exemplaar van een grotere varensoort.",#FFEAA7,5,5
