id,label,type,color,size,degree
http://dbpedia.org/ontology/canton,canton,ObjectProperty,#BDC3C7,5,2
http://dbpedia.org/ontology/wikiPageRevisionLink,Link to the Wikipage revision URL,ObjectProperty,#BDC3C7,5,2
http://dbpedia.org/ontology/heisman,heisman,DatatypeProperty,#BDC3C7,5,2
http://dbpedia.org/ontology/feastDay,"feast day, holiday",DatatypeProperty,#BDC3C7,5,2
http://dbpedia.org/ontology/Artery,artery,Class,#FF6B6B,5,3
http://dbpedia.org/ontology/superFamily,super-family,ObjectProperty,#BDC3C7,5,2
http://dbpedia.org/ontology/secondCommander,second commander,ObjectProperty,#BDC3C7,5,2
http://dbpedia.org/ontology/Prison,prison,Class,#FF6B6B,5,3
http://dbpedia.org/ontology/cinematography,cinematography,ObjectProperty,#BDC3C7,5,2
http://dbpedia.org/ontology/italicTitle,italic title,DatatypeProperty,#BDC3C7,5,2
http://dbpedia.org/ontology/amateurVictory,amateur victory,DatatypeProperty,#BDC3C7,5,2
